2.96	0.0141188
2.97	0.0136162
2.98	0.0131304
2.99	0.012661
3	0.0122074
3.01	0.0117691
3.02	0.0113456
3.03	0.0109365
3.04	0.0105413
3.05	0.0101595
3.06	0.00979079
3.07	0.0094347
3.08	0.00909082
3.09	0.00875877
3.1	0.00843816
3.11	0.00812863
3.12	0.00782982
3.13	0.00754138
3.14	0.00726298
3.15	0.00699428
3.16	0.00673498
3.17	0.00648475
3.18	0.00624332
3.19	0.00601038
3.2	0.00578566
3.21	0.00556888
3.22	0.00535979
3.23	0.00515812
3.24	0.00496364
3.25	0.00477609
3.26	0.00459525
3.27	0.00442089
3.28	0.0042528
3.29	0.00409075
3.3	0.00393456
3.31	0.00378402
3.32	0.00363893
3.33	0.00349912
3.34	0.0033644
3.35	0.0032346
3.36	0.00310954
3.37	0.00298907
3.38	0.00287303
3.39	0.00276126
3.4	0.00265362
3.41	0.00254996
3.42	0.00245014
3.43	0.00235404
3.44	0.00226151
3.45	0.00217244
3.46	0.0020867
3.47	0.00200417
3.48	0.00192475
3.49	0.00184832
3.5	0.00177477
3.51	0.00170401
3.52	0.00163593
3.53	0.00157043
3.54	0.00150743
3.55	0.00144683
3.56	0.00138856
3.57	0.00133251
3.58	0.00127862
3.59	0.00122681
3.6	0.00117699
3.61	0.0011291
3.62	0.00108307
3.63	0.00103882
3.64	0.000996297
3.65	0.000955432
3.66	0.000916165
3.67	0.000878437
3.68	0.00084219
3.69	0.000807369
3.7	0.000773921
3.71	0.000741795
3.72	0.000710941
3.73	0.000681312
3.74	0.000652862
3.75	0.000625545
3.76	0.00059932
3.77	0.000574145
3.78	0.000549979
3.79	0.000526785
3.8	0.000504525
3.81	0.000483165
3.82	0.000462668
3.83	0.000443002
3.84	0.000424136
3.85	0.000406037
3.86	0.000388677
3.87	0.000372027
3.88	0.000356059
3.89	0.000340747
3.9	0.000326064
3.91	0.000311987
3.92	0.000298492
3.93	0.000285556
3.94	0.000273156
3.95	0.000261272
3.96	0.000249883
3.97	0.000238969
3.98	0.000228512
3.99	0.000218494
4	0.000208896
4.01	0.000199703
4.02	0.000190897
4.03	0.000182463
4.04	0.000174387
4.05	0.000166653
4.06	0.000159248
4.07	0.000152159
4.08	0.000145373
4.09	0.000138877
4.1	0.00013266
4.11	0.000126709
4.12	0.000121015
4.13	0.000115567
4.14	0.000110354
4.15	0.000105367
4.16	0.000100596
4.17	9.60329e-05
4.18	9.16686e-05
4.19	8.74948e-05
4.2	8.35036e-05
4.21	7.96874e-05
4.22	7.60388e-05
4.23	7.25509e-05
4.24	6.92167e-05
4.25	6.60299e-05
4.26	6.29842e-05
4.27	6.00736e-05
4.28	5.72924e-05
4.29	5.46351e-05
4.3	5.20963e-05
4.31	4.96711e-05
4.32	4.73546e-05
4.33	4.5142e-05
4.34	4.3029e-05
4.35	4.10112e-05
4.36	3.90845e-05
4.37	3.7245e-05
4.38	3.54889e-05
4.39	3.38125e-05
4.4	3.22124e-05
4.41	3.06853e-05
4.42	2.9228e-05
4.43	2.78374e-05
4.44	2.65105e-05
4.45	2.52446e-05
4.46	2.4037e-05
4.47	2.28851e-05
4.48	2.17864e-05
4.49	2.07386e-05
4.5	1.97395e-05
4.51	1.87867e-05
4.52	1.78783e-05
4.53	1.70124e-05
4.54	1.61869e-05
4.55	1.54e-05
4.56	1.46501e-05
4.57	1.39354e-05
4.58	1.32544e-05
4.59	1.26055e-05
4.6	1.19874e-05
4.61	1.13985e-05
4.62	1.08375e-05
4.63	1.03032e-05
4.64	9.79437e-06
4.65	9.30981e-06
4.66	8.84843e-06
4.67	8.40914e-06
4.68	7.99094e-06
4.69	7.59284e-06
4.7	7.21392e-06
4.71	6.85328e-06
4.72	6.51008e-06
4.73	6.1835e-06
4.74	5.87277e-06
4.75	5.57715e-06
4.76	5.29592e-06
4.77	5.02841e-06
4.78	4.77398e-06
4.79	4.53201e-06
4.8	4.30191e-06
4.81	4.08312e-06
4.82	3.87511e-06
4.83	3.67735e-06
4.84	3.48937e-06
4.85	3.31069e-06
4.86	3.14087e-06
4.87	2.97949e-06
4.88	2.82615e-06
4.89	2.68045e-06
4.9	2.54203e-06
4.91	2.41053e-06
4.92	2.28563e-06
4.93	2.167e-06
4.94	2.05434e-06
4.95	1.94735e-06
4.96	1.84577e-06
4.97	1.74933e-06
4.98	1.65777e-06
4.99	1.57086e-06
5	1.48837e-06
